filename,true_label,predicted_label,is_correct
01__exit_phone_room.mp4,real,0,True
01__hugging_happy.mp4,real,0,True
01__kitchen_pan.mp4,real,0,True
01__kitchen_still.mp4,real,0,True
01__meeting_serious.mp4,real,0,True
01__outside_talking_pan_laughing.mp4,real,0,True
01__outside_talking_still_laughing.mp4,real,0,True
01__podium_speech_happy.mp4,real,0,True
01__secret_conversation.mp4,real,1,False
01__talking_against_wall.mp4,real,0,True
01__talking_angry_couch.mp4,real,0,True
01__walk_down_hall_angry.mp4,real,0,True
01__walking_and_outside_surprised.mp4,real,1,False
01__walking_down_indoor_hall_disgust.mp4,real,1,False
01__walking_down_street_outside_angry.mp4,real,0,True
01__walking_outside_cafe_disgusted.mp4,real,0,True
02__exit_phone_room.mp4,real,0,True
02__hugging_happy.mp4,real,0,True
02__kitchen_pan.mp4,real,0,True
02__kitchen_still.mp4,real,0,True
02__meeting_serious.mp4,real,0,True
02__outside_talking_pan_laughing.mp4,real,0,True
02__outside_talking_still_laughing.mp4,real,0,True
02__podium_speech_happy.mp4,real,0,True
02__secret_conversation.mp4,real,1,False
02__talking_against_wall.mp4,real,0,True
02__talking_angry_couch.mp4,real,1,False
02__walk_down_hall_angry.mp4,real,0,True
02__walking_and_outside_surprised.mp4,real,1,False
02__walking_down_indoor_hall_disgust.mp4,real,1,False
02__walking_down_street_outside_angry.mp4,real,0,True
02__walking_outside_cafe_disgusted.mp4,real,0,True
03__exit_phone_room.mp4,real,0,True
03__hugging_happy.mp4,real,0,True
03__kitchen_pan.mp4,real,0,True
03__kitchen_still.mp4,real,0,True
03__meeting_serious.mp4,real,1,False
03__outside_talking_pan_laughing.mp4,real,0,True
03__outside_talking_still_laughing.mp4,real,0,True
03__podium_speech_happy.mp4,real,0,True
03__secret_conversation.mp4,real,1,False
03__talking_against_wall.mp4,real,0,True
03__talking_angry_couch.mp4,real,0,True
03__walk_down_hall_angry.mp4,real,0,True
03__walking_and_outside_surprised.mp4,real,0,True
03__walking_down_indoor_hall_disgust.mp4,real,0,True
03__walking_down_street_outside_angry.mp4,real,0,True
03__walking_outside_cafe_disgusted.mp4,real,0,True
04__exit_phone_room.mp4,real,0,True
04__kitchen_pan.mp4,real,0,True
04__kitchen_still.mp4,real,0,True
04__outside_talking_pan_laughing.mp4,real,0,True
04__outside_talking_still_laughing.mp4,real,0,True
04__podium_speech_happy.mp4,real,0,True
04__secret_conversation.mp4,real,0,True
04__talking_against_wall.mp4,real,0,True
04__talking_angry_couch.mp4,real,0,True
04__walk_down_hall_angry.mp4,real,0,True
04__walking_down_street_outside_angry.mp4,real,0,True
04__walking_outside_cafe_disgusted.mp4,real,1,False
05__exit_phone_room.mp4,real,0,True
05__hugging_happy.mp4,real,0,True
05__kitchen_pan.mp4,real,0,True
05__kitchen_still.mp4,real,0,True
05__outside_talking_pan_laughing.mp4,real,0,True
05__outside_talking_still_laughing.mp4,real,0,True
05__podium_speech_happy.mp4,real,0,True
05__talking_against_wall.mp4,real,0,True
05__walk_down_hall_angry.mp4,real,0,True
05__walking_down_street_outside_angry.mp4,real,0,True
05__walking_outside_cafe_disgusted.mp4,real,0,True
06__exit_phone_room.mp4,real,0,True
06__hugging_happy.mp4,real,0,True
06__kitchen_pan.mp4,real,0,True
06__kitchen_still.mp4,real,0,True
06__outside_talking_pan_laughing.mp4,real,0,True
06__outside_talking_still_laughing.mp4,real,0,True
06__podium_speech_happy.mp4,real,1,False
06__talking_against_wall.mp4,real,0,True
06__talking_angry_couch.mp4,real,0,True
06__walk_down_hall_angry.mp4,real,0,True
06__walking_and_outside_surprised.mp4,real,1,False
06__walking_down_indoor_hall_disgust.mp4,real,1,False
06__walking_down_street_outside_angry.mp4,real,0,True
06__walking_outside_cafe_disgusted.mp4,real,0,True
07__exit_phone_room.mp4,real,0,True
07__hugging_happy.mp4,real,0,True
07__kitchen_pan.mp4,real,0,True
07__kitchen_still.mp4,real,0,True
07__outside_talking_pan_laughing.mp4,real,0,True
07__outside_talking_still_laughing.mp4,real,0,True
07__podium_speech_happy.mp4,real,0,True
07__secret_conversation.mp4,real,0,True
07__talking_against_wall.mp4,real,0,True
07__talking_angry_couch.mp4,real,1,False
07__walk_down_hall_angry.mp4,real,0,True
07__walking_down_street_outside_angry.mp4,real,0,True
07__walking_outside_cafe_disgusted.mp4,real,0,True
08__exit_phone_room.mp4,real,0,True
08__kitchen_pan.mp4,real,0,True
08__kitchen_still.mp4,real,0,True
08__outside_talking_pan_laughing.mp4,real,0,True
08__outside_talking_still_laughing.mp4,real,0,True
08__podium_speech_happy.mp4,real,0,True
08__talking_against_wall.mp4,real,0,True
08__walk_down_hall_angry.mp4,real,0,True
08__walking_down_street_outside_angry.mp4,real,0,True
08__walking_outside_cafe_disgusted.mp4,real,0,True
09__exit_phone_room.mp4,real,0,True
09__kitchen_pan.mp4,real,0,True
09__outside_talking_pan_laughing.mp4,real,0,True
09__outside_talking_still_laughing.mp4,real,0,True
09__podium_speech_happy.mp4,real,0,True
09__talking_against_wall.mp4,real,0,True
09__talking_angry_couch.mp4,real,0,True
09__walk_down_hall_angry.mp4,real,0,True
09__walking_down_street_outside_angry.mp4,real,0,True
10__exit_phone_room.mp4,real,0,True
10__kitchen_pan.mp4,real,0,True
10__kitchen_still.mp4,real,0,True
10__outside_talking_pan_laughing.mp4,real,0,True
10__outside_talking_still_laughing.mp4,real,0,True
10__podium_speech_happy.mp4,real,0,True
10__talking_against_wall.mp4,real,0,True
10__talking_angry_couch.mp4,real,0,True
10__walk_down_hall_angry.mp4,real,0,True
10__walking_down_street_outside_angry.mp4,real,0,True
10__walking_outside_cafe_disgusted.mp4,real,0,True
11__exit_phone_room.mp4,real,0,True
11__kitchen_pan.mp4,real,0,True
11__kitchen_still.mp4,real,0,True
11__outside_talking_pan_laughing.mp4,real,0,True
11__outside_talking_still_laughing.mp4,real,0,True
11__podium_speech_happy.mp4,real,0,True
11__secret_conversation.mp4,real,0,True
11__talking_against_wall.mp4,real,0,True
11__talking_angry_couch.mp4,real,0,True
11__walk_down_hall_angry.mp4,real,0,True
11__walking_down_street_outside_angry.mp4,real,0,True
11__walking_outside_cafe_disgusted.mp4,real,0,True
12__exit_phone_room.mp4,real,0,True
12__hugging_happy.mp4,real,0,True
12__kitchen_pan.mp4,real,0,True
12__kitchen_still.mp4,real,0,True
12__outside_talking_pan_laughing.mp4,real,0,True
12__outside_talking_still_laughing.mp4,real,0,True
12__podium_speech_happy.mp4,real,0,True
12__secret_conversation.mp4,real,0,True
12__talking_against_wall.mp4,real,0,True
12__talking_angry_couch.mp4,real,0,True
12__walk_down_hall_angry.mp4,real,0,True
12__walking_and_outside_surprised.mp4,real,0,True
12__walking_down_indoor_hall_disgust.mp4,real,0,True
12__walking_down_street_outside_angry.mp4,real,0,True
12__walking_outside_cafe_disgusted.mp4,real,0,True
13__exit_phone_room.mp4,real,0,True
13__hugging_happy.mp4,real,0,True
13__kitchen_pan.mp4,real,0,True
13__kitchen_still.mp4,real,0,True
13__outside_talking_pan_laughing.mp4,real,0,True
13__outside_talking_still_laughing.mp4,real,0,True
13__podium_speech_happy.mp4,real,0,True
13__secret_conversation.mp4,real,0,True
13__talking_against_wall.mp4,real,0,True
13__talking_angry_couch.mp4,real,0,True
13__walk_down_hall_angry.mp4,real,0,True
13__walking_and_outside_surprised.mp4,real,0,True
13__walking_down_indoor_hall_disgust.mp4,real,0,True
13__walking_down_street_outside_angry.mp4,real,0,True
13__walking_outside_cafe_disgusted.mp4,real,0,True
14__exit_phone_room.mp4,real,0,True
14__hugging_happy.mp4,real,0,True
14__kitchen_pan.mp4,real,0,True
14__kitchen_still.mp4,real,0,True
14__outside_talking_pan_laughing.mp4,real,0,True
14__outside_talking_still_laughing.mp4,real,0,True
14__podium_speech_happy.mp4,real,0,True
14__secret_conversation.mp4,real,0,True
14__talking_against_wall.mp4,real,0,True
14__talking_angry_couch.mp4,real,0,True
14__walk_down_hall_angry.mp4,real,0,True
14__walking_and_outside_surprised.mp4,real,0,True
14__walking_down_indoor_hall_disgust.mp4,real,0,True
14__walking_down_street_outside_angry.mp4,real,0,True
14__walking_outside_cafe_disgusted.mp4,real,0,True
15__exit_phone_room.mp4,real,0,True
15__hugging_happy.mp4,real,0,True
15__kitchen_pan.mp4,real,0,True
15__kitchen_still.mp4,real,0,True
15__outside_talking_pan_laughing.mp4,real,0,True
15__outside_talking_still_laughing.mp4,real,0,True
15__podium_speech_happy.mp4,real,0,True
15__talking_against_wall.mp4,real,0,True
15__talking_angry_couch.mp4,real,0,True
15__walk_down_hall_angry.mp4,real,0,True
15__walking_and_outside_surprised.mp4,real,0,True
15__walking_down_indoor_hall_disgust.mp4,real,0,True
15__walking_down_street_outside_angry.mp4,real,0,True
15__walking_outside_cafe_disgusted.mp4,real,0,True
01_02__outside_talking_still_laughing__YVGY8LOK.mp4,fake,1,True
01_02__walk_down_hall_angry__YVGY8LOK.mp4,fake,1,True
01_03__hugging_happy__ISF9SP4G.mp4,fake,0,False
01_03__podium_speech_happy__480LQD1C.mp4,fake,1,True
01_03__talking_against_wall__JZUXXFRB.mp4,fake,0,False
01_11__meeting_serious__9OM3VE0Y.mp4,fake,1,True
01_11__secret_conversation__4OJNJLOO.mp4,fake,1,True
01_11__talking_against_wall__9229VVZ3.mp4,fake,1,True
01_11__walking_outside_cafe_disgusted__FAFWDR4W.mp4,fake,1,True
01_12__outside_talking_pan_laughing__TNI7KUZ6.mp4,fake,1,True
01_20__outside_talking_pan_laughing__OTGHOG4Z.mp4,fake,1,True
01_20__outside_talking_still_laughing__FW94AIMJ.mp4,fake,1,True
01_21__walk_down_hall_angry__03X7CELV.mp4,fake,1,True
01_27__hugging_happy__ZYCZ30C0.mp4,fake,0,False
01_27__outside_talking_still_laughing__ZYCZ30C0.mp4,fake,1,True
01_27__walking_outside_cafe_disgusted__ZYCZ30C0.mp4,fake,1,True
02_01__secret_conversation__YVGY8LOK.mp4,fake,1,True
02_03__walking_down_street_outside_angry__QH3Y0IG0.mp4,fake,1,True
02_03__walking_outside_cafe_disgusted__QH3Y0IG0.mp4,fake,1,True
02_06__podium_speech_happy__N8OSN8P6.mp4,fake,1,True
02_06__talking_angry_couch__GH8TGTBS.mp4,fake,1,True
02_06__talking_angry_couch__MKZTXQ2T.mp4,fake,1,True
02_06__walking_and_outside_surprised__N8OSN8P6.mp4,fake,1,True
02_06__walking_down_indoor_hall_disgust__U6MDWIHG.mp4,fake,1,True
02_07__meeting_serious__1JCLEEBQ.mp4,fake,1,True
02_07__walk_down_hall_angry__U7DEOZNV.mp4,fake,1,True
02_07__walking_and_outside_surprised__1VMZUH1W.mp4,fake,0,False
02_07__walking_down_street_outside_angry__O4SXNLRL.mp4,fake,1,True
02_09__exit_phone_room__HIH8YA82.mp4,fake,1,True
02_09__kitchen_pan__HIH8YA82.mp4,fake,1,True
02_12__podium_speech_happy__9D2ZHEKW.mp4,fake,1,True
02_13__exit_phone_room__CP5HFV3K.mp4,fake,1,True
02_13__outside_talking_pan_laughing__2YSYT2N3.mp4,fake,1,True
02_13__podium_speech_happy__2YSYT2N3.mp4,fake,1,True
02_13__secret_conversation__CP5HFV3K.mp4,fake,1,True
02_14__outside_talking_pan_laughing__3IUBEKCT.mp4,fake,1,True
02_15__exit_phone_room__I8G2LWD1.mp4,fake,1,True
02_15__exit_phone_room__MZWH8ATN.mp4,fake,1,True
02_15__outside_talking_pan_laughing__I8G2LWD1.mp4,fake,1,True
02_15__outside_talking_pan_laughing__SB6PMCO0.mp4,fake,1,True
02_15__secret_conversation__MZWH8ATN.mp4,fake,1,True
02_15__talking_against_wall__HTG660F8.mp4,fake,1,True
02_15__talking_angry_couch__HTG660F8.mp4,fake,1,True
02_15__talking_angry_couch__I8G2LWD1.mp4,fake,1,True
02_15__walk_down_hall_angry__TN2CWM3K.mp4,fake,1,True
02_15__walking_and_outside_surprised__HTG660F8.mp4,fake,1,True
02_15__walking_and_outside_surprised__I8G2LWD1.mp4,fake,0,False
02_15__walking_and_outside_surprised__MZWH8ATN.mp4,fake,1,True
02_18__exit_phone_room__OXMEEFUQ.mp4,fake,1,True
02_18__outside_talking_pan_laughing__OXMEEFUQ.mp4,fake,1,True
02_18__walking_down_street_outside_angry__21JTDDEL.mp4,fake,1,True
02_21__kitchen_pan__Z0XHPQAR.mp4,fake,1,True
02_21__talking_angry_couch__Z0XHPQAR.mp4,fake,1,True
02_25__talking_against_wall__Z7FQ69VP.mp4,fake,1,True
02_27__hugging_happy__GVFLSZD5.mp4,fake,0,False
02_27__walk_down_hall_angry__78M8S6M6.mp4,fake,1,True
03_01__walking_and_outside_surprised__JZUXXFRB.mp4,fake,1,True
03_04__outside_talking_pan_laughing__T04P6ELC.mp4,fake,1,True
03_04__talking_angry_couch__T04P6ELC.mp4,fake,1,True
03_06__meeting_serious__83ABVHC3.mp4,fake,1,True
03_06__podium_speech_happy__83ABVHC3.mp4,fake,1,True
03_07__hugging_happy__BKLOCI1M.mp4,fake,1,True
03_07__walk_down_hall_angry__6PHZRQ4H.mp4,fake,1,True
03_07__walk_down_hall_angry__IFSURI9X.mp4,fake,1,True
03_07__walking_down_indoor_hall_disgust__PWXXULHR.mp4,fake,1,True
03_07__walking_outside_cafe_disgusted__CDSNLDQ8.mp4,fake,1,True
03_07__walking_outside_cafe_disgusted__IFSURI9X.mp4,fake,1,True
03_07__walking_outside_cafe_disgusted__PWXXULHR.mp4,fake,0,False
03_09__outside_talking_still_laughing__RCETIXYL.mp4,fake,1,True
03_09__secret_conversation__RCETIXYL.mp4,fake,1,True
03_11__exit_phone_room__P08VGHTA.mp4,fake,1,True
03_11__talking_against_wall__P08VGHTA.mp4,fake,1,True
03_13__kitchen_pan__GBYWJW06.mp4,fake,1,True
03_13__meeting_serious__GBYWJW06.mp4,fake,1,True
03_13__meeting_serious__T3MZOI8X.mp4,fake,1,True
03_13__outside_talking_still_laughing__GBYWJW06.mp4,fake,1,True
03_14__podium_speech_happy__Q9NSXM88.mp4,fake,1,True
03_14__talking_against_wall__ZC2KYASW.mp4,fake,1,True
03_14__walk_down_hall_angry__P1L5PF4I.mp4,fake,1,True
03_14__walking_down_street_outside_angry__H0VQHGS3.mp4,fake,1,True
03_15__kitchen_pan__AIOM1U5V.mp4,fake,1,True
03_15__kitchen_pan__DNUJD8M2.mp4,fake,1,True
03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,1,True
03_15__outside_talking_still_laughing__DNUJD8M2.mp4,fake,1,True
03_15__podium_speech_happy__DG8ITQO3.mp4,fake,1,True
03_18__walking_and_outside_surprised__8HNSXOBW.mp4,fake,0,False
03_18__walking_outside_cafe_disgusted__22UBC0BS.mp4,fake,0,False
03_21__exit_phone_room__YCSEBZO4.mp4,fake,1,True
03_21__kitchen_pan__YCSEBZO4.mp4,fake,1,True
03_21__meeting_serious__V53E3RVB.mp4,fake,1,True
03_21__secret_conversation__YCSEBZO4.mp4,fake,1,True
03_26__kitchen_pan__WBSXBL82.mp4,fake,1,True
03_26__kitchen_still__WBSXBL82.mp4,fake,1,True
03_26__talking_against_wall__WBSXBL82.mp4,fake,1,True
03_27__walk_down_hall_angry__IL675GCI.mp4,fake,1,True
03_27__walking_down_indoor_hall_disgust__IL675GCI.mp4,fake,0,False
04_01__exit_phone_room__0XUW13RW.mp4,fake,1,True
04_01__kitchen_still__6I623VU9.mp4,fake,1,True
04_01__outside_talking_still_laughing__0XUW13RW.mp4,fake,1,True
04_01__outside_talking_still_laughing__6I623VU9.mp4,fake,1,True
04_01__secret_conversation__6I623VU9.mp4,fake,0,False
04_06__kitchen_still__ZK95PQDE.mp4,fake,1,True
04_07__exit_phone_room__ITC0C48B.mp4,fake,1,True
04_07__kitchen_pan__XRK7FGZX.mp4,fake,1,True
04_12__walking_down_street_outside_angry__96TQKDFJ.mp4,fake,1,True
04_13__podium_speech_happy__00T3UYOR.mp4,fake,1,True
04_13__secret_conversation__00T3UYOR.mp4,fake,0,False
04_13__walking_down_street_outside_angry__00T3UYOR.mp4,fake,1,True
04_13__walking_outside_cafe_disgusted__00T3UYOR.mp4,fake,1,True
04_18__kitchen_still__NAXINA1N.mp4,fake,1,True
04_21__walking_down_street_outside_angry__5Y31RZP8.mp4,fake,1,True
04_26__outside_talking_still_laughing__WX836VLY.mp4,fake,1,True
05_08__talking_against_wall__PRBCE28Z.mp4,fake,1,True
05_16__exit_phone_room__B62WCGUN.mp4,fake,1,True
05_16__walk_down_hall_angry__OSXCUOHX.mp4,fake,1,True
05_16__walk_down_hall_angry__U9WZI5LK.mp4,fake,1,True
05_17__hugging_happy__YTJYYDO9.mp4,fake,0,False
05_17__walking_down_street_outside_angry__M3H96PDQ.mp4,fake,1,True
05_28__exit_phone_room__U9LRLJ6N.mp4,fake,1,True
05_28__kitchen_still__W3J028UG.mp4,fake,1,True
06_02__podium_speech_happy__N8OSN8P6.mp4,fake,1,True
06_02__walk_down_hall_angry__37DH75GQ.mp4,fake,1,True
06_03__talking_against_wall__4I8LRXWF.mp4,fake,0,False
06_04__outside_talking_still_laughing__ZK95PQDE.mp4,fake,1,True
06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,fake,1,True
06_07__exit_phone_room__NMGYPBXE.mp4,fake,1,True
06_07__kitchen_pan__NMGYPBXE.mp4,fake,1,True
06_07__walking_down_street_outside_angry__NMGYPBXE.mp4,fake,1,True
06_11__walking_outside_cafe_disgusted__MX659QU8.mp4,fake,1,True
06_12__outside_talking_pan_laughing__3K21NFNM.mp4,fake,1,True
06_12__podium_speech_happy__0VR4Y891.mp4,fake,1,True
06_12__podium_speech_happy__3K21NFNM.mp4,fake,1,True
06_14__outside_talking_pan_laughing__8U9ULZDT.mp4,fake,1,True
06_14__walking_and_outside_surprised__8U9ULZDT.mp4,fake,1,True
06_14__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,fake,1,True
06_15__exit_phone_room__QRCD27P8.mp4,fake,1,True
06_15__outside_talking_still_laughing__QRCD27P8.mp4,fake,1,True
06_15__walking_and_outside_surprised__QRCD27P8.mp4,fake,1,True
06_18__outside_talking_pan_laughing__DEA1TCLN.mp4,fake,0,False
06_18__outside_talking_still_laughing__M36D0OJT.mp4,fake,1,True
06_18__podium_speech_happy__DEA1TCLN.mp4,fake,1,True
06_18__walk_down_hall_angry__LH0KWJKM.mp4,fake,1,True
06_20__kitchen_pan__6SUW7063.mp4,fake,1,True
06_25__outside_talking_pan_laughing__MI9BDQ7M.mp4,fake,1,True
06_25__talking_angry_couch__MI9BDQ7M.mp4,fake,1,True
06_25__walking_and_outside_surprised__MI9BDQ7M.mp4,fake,1,True
06_26__kitchen_pan__L5BVR5L9.mp4,fake,1,True
06_26__kitchen_still__L5BVR5L9.mp4,fake,1,True
06_27__talking_angry_couch__JOG5PB18.mp4,fake,1,True
06_27__walking_and_outside_surprised__O7L5Z9U8.mp4,fake,1,True
07_02__talking_angry_couch__1H07DFQJ.mp4,fake,1,True
07_02__walking_down_street_outside_angry__O4SXNLRL.mp4,fake,1,True
07_03__hugging_happy__7NGMD8FT.mp4,fake,0,False
07_03__outside_talking_pan_laughing__IFSURI9X.mp4,fake,1,True
07_03__podium_speech_happy__6PHZRQ4H.mp4,fake,1,True
07_03__secret_conversation__IFSURI9X.mp4,fake,0,False
07_03__talking_angry_couch__WPT3Z2KN.mp4,fake,1,True
07_03__walking_outside_cafe_disgusted__F0YYEA5W.mp4,fake,0,False
07_06__kitchen_pan__NMGYPBXE.mp4,fake,1,True
07_06__outside_talking_still_laughing__NMGYPBXE.mp4,fake,0,False
07_06__walking_down_street_outside_angry__NMGYPBXE.mp4,fake,1,True
07_09__outside_talking_still_laughing__N9CWME71.mp4,fake,1,True
07_09__walk_down_hall_angry__N9CWME71.mp4,fake,1,True
07_12__outside_talking_still_laughing__0VN0A2T3.mp4,fake,1,True
07_13__walking_outside_cafe_disgusted__RVQCPCJF.mp4,fake,1,True
07_14__exit_phone_room__P9QFO50U.mp4,fake,1,True
07_14__talking_against_wall__P9QFO50U.mp4,fake,1,True
07_15__hugging_happy__9Z2MLKVX.mp4,fake,0,False
07_20__outside_talking_pan_laughing__KV6Q7D6C.mp4,fake,1,True
07_20__talking_against_wall__KV6Q7D6C.mp4,fake,1,True
07_21__exit_phone_room__K7KXUHMU.mp4,fake,1,True
07_21__outside_talking_still_laughing__K7KXUHMU.mp4,fake,1,True
07_21__talking_against_wall__MKU99DVX.mp4,fake,1,True
07_25__walk_down_hall_angry__PAE9HCA8.mp4,fake,1,True
07_26__walk_down_hall_angry__FGNGC2GT.mp4,fake,1,True
07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,1,True
07_27__walking_down_street_outside_angry__3RH5PR6S.mp4,fake,1,True
08_05__walk_down_hall_angry__FBICSP2C.mp4,fake,1,True
08_16__podium_speech_happy__8Q7JCS95.mp4,fake,0,False
08_28__outside_talking_pan_laughing__8BC35RFU.mp4,fake,0,False
09_01__talking_against_wall__O8HNNX43.mp4,fake,1,True
09_01__walk_down_hall_angry__6TSGVLHA.mp4,fake,1,True
09_02__walk_down_hall_angry__6KUOFMZW.mp4,fake,1,True
09_02__walking_down_street_outside_angry__6KUOFMZW.mp4,fake,1,True
09_02__walking_down_street_outside_angry__9TDCEK1Q.mp4,fake,1,True
09_03__kitchen_pan__8DTEGQ54.mp4,fake,0,False
09_03__talking_against_wall__8DTEGQ54.mp4,fake,1,True
09_07__kitchen_pan__N9CWME71.mp4,fake,1,True
09_13__kitchen_pan__21H6XSPE.mp4,fake,1,True
09_13__outside_talking_pan_laughing__LPT427RY.mp4,fake,0,False
09_18__outside_talking_pan_laughing__3VP8836C.mp4,fake,0,False
09_20__kitchen_pan__98NUQ3E6.mp4,fake,1,True
09_20__podium_speech_happy__O5X0AWR9.mp4,fake,1,True
09_20__talking_angry_couch__0IRM5ADD.mp4,fake,0,False
09_25__walking_down_street_outside_angry__5041ODBN.mp4,fake,1,True
09_26__talking_against_wall__C3K20JOL.mp4,fake,1,True
09_26__walk_down_hall_angry__QSE5A0GF.mp4,fake,1,True
10_19__kitchen_still__IDX76N5R.mp4,fake,1,True
10_22__kitchen_pan__EHARPYBT.mp4,fake,0,False
10_22__kitchen_still__EHARPYBT.mp4,fake,1,True
